,Year,DistrictName,EstTotalAcres,GeneralCause,County,Population_Estimate
2166,2020,Southwest Oregon,0.1,Miscellaneous,JOSEPHINE,88053
2167,2020,Southwest Oregon,0.01,Arson,JOSEPHINE,88053
2168,2020,Southwest Oregon,0.01,Equipment Use,JOSEPHINE,88053
2169,2020,Southwest Oregon,1.0,Debris Burning,JOSEPHINE,88053
2170,2020,Southwest Oregon,0.01,Equipment Use,JOSEPHINE,88053
2171,2020,Southwest Oregon,0.01,Equipment Use,JOSEPHINE,88053
2172,2020,Southwest Oregon,0.01,Equipment Use,JOSEPHINE,88053
2173,2020,Southwest Oregon,0.01,Equipment Use,JOSEPHINE,88053
2174,2020,Southwest Oregon,0.67,Equipment Use,JOSEPHINE,88053
2175,2020,Southwest Oregon,0.01,Smoking,JOSEPHINE,88053
2176,2020,Southwest Oregon,0.01,Miscellaneous,JOSEPHINE,88053
2177,2020,Southwest Oregon,0.1,Debris Burning,JOSEPHINE,88053
2178,2020,Southwest Oregon,0.1,Equipment Use,JOSEPHINE,88053
2179,2020,Southwest Oregon,0.01,Equipment Use,JOSEPHINE,88053
2180,2020,Southwest Oregon,0.5,Recreation,JOSEPHINE,88053
2181,2020,Southwest Oregon,0.01,Lightning,JOSEPHINE,88053
2182,2020,Southwest Oregon,0.01,Railroad,JOSEPHINE,88053
2183,2020,Southwest Oregon,0.25,Recreation,JOSEPHINE,88053
2184,2020,Southwest Oregon,0.01,Smoking,JOSEPHINE,88053
2185,2020,Southwest Oregon,0.01,Debris Burning,JOSEPHINE,88053
2186,2020,Southwest Oregon,0.1,Equipment Use,JOSEPHINE,88053
2187,2020,Southwest Oregon,0.1,Debris Burning,JOSEPHINE,88053
2188,2020,Southwest Oregon,0.01,Juveniles,JOSEPHINE,88053
2189,2020,Southwest Oregon,0.01,Debris Burning,JOSEPHINE,88053
2190,2020,Southwest Oregon,0.01,Equipment Use,JOSEPHINE,88053
2191,2020,Southwest Oregon,0.1,Equipment Use,JOSEPHINE,88053
2192,2020,Southwest Oregon,0.76,Equipment Use,JOSEPHINE,88053
2193,2020,Southwest Oregon,0.01,Debris Burning,JOSEPHINE,88053
2194,2020,Southwest Oregon,0.1,Recreation,JOSEPHINE,88053
2195,2020,Southwest Oregon,0.01,Miscellaneous,JOSEPHINE,88053
2196,2020,Southwest Oregon,0.01,Equipment Use,JOSEPHINE,88053
2197,2020,Southwest Oregon,0.01,Recreation,JOSEPHINE,88053
2198,2020,Southwest Oregon,0.01,Arson,JOSEPHINE,88053
2199,2020,Southwest Oregon,0.01,Equipment Use,JOSEPHINE,88053
2200,2020,Southwest Oregon,0.01,Recreation,JOSEPHINE,88053
2201,2020,Southwest Oregon,0.1,Equipment Use,JOSEPHINE,88053
2202,2020,Southwest Oregon,0.01,Debris Burning,JOSEPHINE,88053
2203,2020,Southwest Oregon,0.01,Equipment Use,JOSEPHINE,88053
2204,2020,Southwest Oregon,0.01,Debris Burning,JOSEPHINE,88053
2205,2020,Southwest Oregon,0.1,Debris Burning,JOSEPHINE,88053
2206,2020,Southwest Oregon,0.63,Equipment Use,JOSEPHINE,88053
2207,2020,Southwest Oregon,0.01,Miscellaneous,JOSEPHINE,88053
2208,2020,Southwest Oregon,0.01,Equipment Use,JOSEPHINE,88053
2209,2020,Southwest Oregon,0.01,Equipment Use,JOSEPHINE,88053
2210,2020,Southwest Oregon,0.01,Debris Burning,JOSEPHINE,88053
2211,2020,Southwest Oregon,0.1,Recreation,JOSEPHINE,88053
2212,2020,Southwest Oregon,0.01,Equipment Use,JOSEPHINE,88053
2213,2020,Southwest Oregon,0.1,Debris Burning,JOSEPHINE,88053
2214,2020,Southwest Oregon,0.01,Equipment Use,JOSEPHINE,88053
2215,2020,Southwest Oregon,0.01,Debris Burning,JOSEPHINE,88053
2216,2020,Southwest Oregon,0.01,Equipment Use,JOSEPHINE,88053
2217,2020,Southwest Oregon,0.25,Debris Burning,JOSEPHINE,88053
2218,2020,Southwest Oregon,3.25,Smoking,JOSEPHINE,88053
2219,2020,Southwest Oregon,0.01,Equipment Use,JOSEPHINE,88053
2220,2020,Southwest Oregon,0.1,Smoking,JOSEPHINE,88053
2221,2020,Southwest Oregon,0.01,Arson,JOSEPHINE,88053
2222,2020,Southwest Oregon,0.25,Debris Burning,JOSEPHINE,88053
2223,2020,Southwest Oregon,0.1,Miscellaneous,JOSEPHINE,88053
2224,2020,Southwest Oregon,0.4,Miscellaneous,JOSEPHINE,88053
2225,2020,Southwest Oregon,0.24,Debris Burning,JOSEPHINE,88053
2226,2020,Southwest Oregon,0.6,Debris Burning,JOSEPHINE,88053
2227,2020,Southwest Oregon,0.01,Smoking,JOSEPHINE,88053
2228,2020,Southwest Oregon,0.01,Miscellaneous,JOSEPHINE,88053
2229,2020,Southwest Oregon,0.17,Smoking,JOSEPHINE,88053
2230,2020,Southwest Oregon,0.01,Equipment Use,JOSEPHINE,88053
2231,2020,Southwest Oregon,0.01,Smoking,JOSEPHINE,88053
2232,2020,Southwest Oregon,0.08,Arson,JOSEPHINE,88053
2233,2020,Southwest Oregon,0.73,Debris Burning,JOSEPHINE,88053
2234,2020,Southwest Oregon,0.26,Debris Burning,JOSEPHINE,88053
2235,2020,Southwest Oregon,0.01,Equipment Use,JOSEPHINE,88053
2236,2020,Southwest Oregon,18.0,Debris Burning,JOSEPHINE,88053
2237,2020,Southwest Oregon,0.01,Miscellaneous,JOSEPHINE,88053
2238,2020,Southwest Oregon,0.01,Recreation,JOSEPHINE,88053
2239,2020,Southwest Oregon,0.01,Debris Burning,JOSEPHINE,88053
2240,2020,Southwest Oregon,0.01,Smoking,JOSEPHINE,88053
2241,2020,Southwest Oregon,0.01,Equipment Use,JOSEPHINE,88053
2242,2020,Southwest Oregon,0.1,Miscellaneous,JOSEPHINE,88053
2243,2020,Southwest Oregon,0.1,Recreation,JOSEPHINE,88053
2244,2020,Southwest Oregon,1.5,Miscellaneous,JOSEPHINE,88053
2245,2020,Southwest Oregon,0.01,Equipment Use,JOSEPHINE,88053
2246,2020,Southwest Oregon,0.04,Juveniles,JOSEPHINE,88053
2247,2020,Southwest Oregon,0.01,Recreation,JOSEPHINE,88053
2248,2020,Southwest Oregon,0.01,Equipment Use,JOSEPHINE,88053
2249,2020,Southwest Oregon,0.02,Arson,JOSEPHINE,88053
2250,2020,Southwest Oregon,0.1,Equipment Use,JOSEPHINE,88053
2251,2020,Southwest Oregon,0.25,Debris Burning,JOSEPHINE,88053
2252,2020,Southwest Oregon,0.01,Debris Burning,JOSEPHINE,88053
2253,2020,Southwest Oregon,0.1,Miscellaneous,JOSEPHINE,88053
2254,2020,Southwest Oregon,0.01,Miscellaneous,JOSEPHINE,88053
2255,2020,Southwest Oregon,0.01,Juveniles,JOSEPHINE,88053
2256,2020,Southwest Oregon,0.01,Equipment Use,JOSEPHINE,88053
2257,2020,Southwest Oregon,0.01,Equipment Use,JOSEPHINE,88053
2258,2020,Southwest Oregon,0.38,Equipment Use,JOSEPHINE,88053
2259,2020,Southwest Oregon,0.01,Equipment Use,JOSEPHINE,88053
2260,2020,Southwest Oregon,0.01,Debris Burning,JOSEPHINE,88053
2261,2020,Southwest Oregon,0.01,Recreation,JOSEPHINE,88053
2262,2020,Southwest Oregon,0.1,Debris Burning,JOSEPHINE,88053
2263,2020,Southwest Oregon,0.2,Debris Burning,JOSEPHINE,88053
2264,2020,Southwest Oregon,0.01,Smoking,JOSEPHINE,88053
2265,2020,Southwest Oregon,0.01,Equipment Use,JOSEPHINE,88053
2266,2020,Southwest Oregon,1.0,Miscellaneous,JOSEPHINE,88053
2267,2020,Southwest Oregon,0.01,Debris Burning,JOSEPHINE,88053
2268,2020,Southwest Oregon,0.01,Recreation,JOSEPHINE,88053
2269,2020,Southwest Oregon,0.1,Recreation,JOSEPHINE,88053
2270,2020,Southwest Oregon,0.01,Equipment Use,JOSEPHINE,88053
2271,2020,Douglas - DFPA,0.25,Miscellaneous,DOUGLAS,111364
2272,2020,Douglas - DFPA,0.01,Miscellaneous,DOUGLAS,111364
2273,2020,Douglas - DFPA,0.01,Recreation,DOUGLAS,111364
2274,2020,Douglas - DFPA,0.25,Lightning,DOUGLAS,111364
2275,2020,Douglas - DFPA,495.0,Equipment Use,DOUGLAS,111364
2276,2020,Douglas - DFPA,0.1,Equipment Use,DOUGLAS,111364
2277,2020,Douglas - DFPA,0.01,Equipment Use,DOUGLAS,111364
2278,2020,Douglas - DFPA,0.5,Equipment Use,DOUGLAS,111364
2279,2020,Douglas - DFPA,0.01,Recreation,DOUGLAS,111364
2280,2020,Douglas - DFPA,1.0,Debris Burning,DOUGLAS,111364
2281,2020,Douglas - DFPA,0.01,Recreation,DOUGLAS,111364
2282,2020,Douglas - DFPA,0.01,Recreation,DOUGLAS,111364
2283,2020,Douglas - DFPA,3.0,Equipment Use,DOUGLAS,111364
2284,2020,Douglas - DFPA,0.1,Equipment Use,DOUGLAS,111364
2285,2020,Douglas - DFPA,0.1,Equipment Use,DOUGLAS,111364
2286,2020,Coos - CFPA,0.65,Debris Burning,DOUGLAS,111364
2287,2020,Douglas - DFPA,0.25,Arson,DOUGLAS,111364
2288,2020,Douglas - DFPA,0.3,Smoking,DOUGLAS,111364
2289,2020,Douglas - DFPA,0.1,Recreation,DOUGLAS,111364
2290,2020,Coos - CFPA,0.01,Equipment Use,DOUGLAS,111364
2291,2020,Douglas - DFPA,0.01,Miscellaneous,DOUGLAS,111364
2292,2020,Western Lane,0.01,Debris Burning,DOUGLAS,111364
2293,2020,Douglas - DFPA,0.75,Miscellaneous,DOUGLAS,111364
2294,2020,Douglas - DFPA,0.01,Recreation,DOUGLAS,111364
2295,2020,Douglas - DFPA,2.0,Equipment Use,DOUGLAS,111364
2296,2020,Douglas - DFPA,12.9,Miscellaneous,DOUGLAS,111364
2297,2020,Douglas - DFPA,0.1,Equipment Use,DOUGLAS,111364
2298,2020,Douglas - DFPA,0.1,Equipment Use,DOUGLAS,111364
2299,2020,Douglas - DFPA,0.01,Equipment Use,DOUGLAS,111364
2300,2020,Douglas - DFPA,59.37,Debris Burning,DOUGLAS,111364
2301,2020,Coos - CFPA,0.45,Equipment Use,DOUGLAS,111364
2302,2020,Douglas - DFPA,0.2,Equipment Use,DOUGLAS,111364
2303,2020,Douglas - DFPA,0.01,Equipment Use,DOUGLAS,111364
2304,2020,Douglas - DFPA,5.3,Equipment Use,DOUGLAS,111364
2305,2020,Douglas - DFPA,0.01,Arson,DOUGLAS,111364
2306,2020,Douglas - DFPA,0.25,Debris Burning,DOUGLAS,111364
2307,2020,Douglas - DFPA,0.01,Equipment Use,DOUGLAS,111364
2308,2020,Douglas - DFPA,6.5,Debris Burning,DOUGLAS,111364
2309,2020,Douglas - DFPA,0.25,Miscellaneous,DOUGLAS,111364
2310,2020,Douglas - DFPA,0.75,Debris Burning,DOUGLAS,111364
2311,2020,Coos - CFPA,13.75,Equipment Use,DOUGLAS,111364
2312,2020,Coos - CFPA,0.01,Lightning,DOUGLAS,111364
2313,2020,Douglas - DFPA,4.5,Equipment Use,DOUGLAS,111364
2314,2020,Douglas - DFPA,0.1,Debris Burning,DOUGLAS,111364
2315,2020,Douglas - DFPA,0.01,Debris Burning,DOUGLAS,111364
2316,2020,Douglas - DFPA,0.1,Miscellaneous,DOUGLAS,111364
2317,2020,Douglas - DFPA,28.61,Equipment Use,DOUGLAS,111364
2318,2020,Douglas - DFPA,0.1,Lightning,DOUGLAS,111364
2319,2020,Douglas - DFPA,0.1,Juveniles,DOUGLAS,111364
2320,2020,Douglas - DFPA,0.5,Miscellaneous,DOUGLAS,111364
2321,2020,Douglas - DFPA,0.75,Recreation,DOUGLAS,111364
2322,2020,Douglas - DFPA,0.1,Recreation,DOUGLAS,111364
2323,2020,Douglas - DFPA,0.01,Arson,DOUGLAS,111364
2324,2020,Douglas - DFPA,16.52,Debris Burning,DOUGLAS,111364
2325,2020,Douglas - DFPA,2.36,Equipment Use,DOUGLAS,111364
2326,2020,Douglas - DFPA,0.25,Lightning,DOUGLAS,111364
2327,2020,Douglas - DFPA,0.1,Equipment Use,DOUGLAS,111364
2328,2020,Douglas - DFPA,0.01,Recreation,DOUGLAS,111364
2329,2020,Douglas - DFPA,0.5,Equipment Use,DOUGLAS,111364
2330,2020,Douglas - DFPA,0.01,Equipment Use,DOUGLAS,111364
2331,2020,Douglas - DFPA,0.25,Equipment Use,DOUGLAS,111364
2332,2020,Coos - CFPA,0.01,Lightning,DOUGLAS,111364
2333,2020,Douglas - DFPA,0.25,Arson,DOUGLAS,111364
2334,2020,Coos - CFPA,0.01,Equipment Use,DOUGLAS,111364
2335,2020,Douglas - DFPA,1.75,Equipment Use,DOUGLAS,111364
2336,2020,Douglas - DFPA,0.1,Recreation,DOUGLAS,111364
2337,2020,Douglas - DFPA,3.0,Equipment Use,DOUGLAS,111364
2338,2020,Douglas - DFPA,0.01,Arson,DOUGLAS,111364
2339,2020,Douglas - DFPA,0.01,Miscellaneous,DOUGLAS,111364
2340,2020,Douglas - DFPA,0.1,Equipment Use,DOUGLAS,111364
2341,2020,Douglas - DFPA,24.5,Under Invest,DOUGLAS,111364
2342,2020,Douglas - DFPA,0.01,Equipment Use,DOUGLAS,111364
2343,2020,Douglas - DFPA,0.25,Debris Burning,DOUGLAS,111364
2344,2020,Douglas - DFPA,0.25,Equipment Use,DOUGLAS,111364
2345,2020,Douglas - DFPA,1.0,Debris Burning,DOUGLAS,111364
2346,2020,Douglas - DFPA,0.25,Arson,DOUGLAS,111364
2347,2020,Douglas - DFPA,0.75,Recreation,DOUGLAS,111364
2348,2020,Douglas - DFPA,0.01,Equipment Use,DOUGLAS,111364
2349,2020,Douglas - DFPA,0.1,Miscellaneous,DOUGLAS,111364
2350,2020,Douglas - DFPA,0.1,Equipment Use,DOUGLAS,111364
2351,2020,Douglas - DFPA,0.1,Miscellaneous,DOUGLAS,111364
2352,2020,Douglas - DFPA,1.0,Arson,DOUGLAS,111364
2353,2020,Douglas - DFPA,0.01,Miscellaneous,DOUGLAS,111364
2354,2020,Douglas - DFPA,11.0,Equipment Use,DOUGLAS,111364
2355,2020,Douglas - DFPA,1.1,Equipment Use,DOUGLAS,111364
2356,2020,Douglas - DFPA,0.25,Recreation,DOUGLAS,111364
2357,2020,Douglas - DFPA,0.01,Arson,DOUGLAS,111364
2358,2020,Douglas - DFPA,2.0,Miscellaneous,DOUGLAS,111364
2359,2020,Douglas - DFPA,0.5,Miscellaneous,DOUGLAS,111364
2360,2020,Douglas - DFPA,0.01,Equipment Use,DOUGLAS,111364
2361,2020,Douglas - DFPA,2.87,Recreation,DOUGLAS,111364
2362,2020,Douglas - DFPA,0.1,Recreation,DOUGLAS,111364
2363,2020,Douglas - DFPA,0.25,Equipment Use,DOUGLAS,111364
2364,2010,Southwest Oregon,1.5,Smoking,JOSEPHINE,82880
2365,2010,Southwest Oregon,0.01,Juveniles,JOSEPHINE,82880
2366,2010,Southwest Oregon,0.01,Equipment Use,JOSEPHINE,82880
2367,2010,Southwest Oregon,0.01,Miscellaneous,JOSEPHINE,82880
2368,2010,Southwest Oregon,0.01,Arson,JOSEPHINE,82880
2369,2010,Southwest Oregon,0.01,Debris Burning,JOSEPHINE,82880
2370,2010,Southwest Oregon,0.2,Equipment Use,JOSEPHINE,82880
2371,2010,Southwest Oregon,0.01,Smoking,JOSEPHINE,82880
2372,2010,Southwest Oregon,0.25,Equipment Use,JOSEPHINE,82880
2373,2010,Southwest Oregon,0.01,Miscellaneous,JOSEPHINE,82880
2374,2010,Southwest Oregon,0.01,Recreation,JOSEPHINE,82880
2375,2010,Southwest Oregon,0.1,Debris Burning,JOSEPHINE,82880
2376,2010,Southwest Oregon,0.01,Smoking,JOSEPHINE,82880
2377,2010,Southwest Oregon,0.01,Equipment Use,JOSEPHINE,82880
2378,2010,Southwest Oregon,0.01,Smoking,JOSEPHINE,82880
2379,2010,Southwest Oregon,0.01,Equipment Use,JOSEPHINE,82880
2380,2010,Southwest Oregon,0.01,Recreation,JOSEPHINE,82880
2381,2010,Southwest Oregon,0.01,Miscellaneous,JOSEPHINE,82880
2382,2010,Southwest Oregon,7494.0,Recreation,JOSEPHINE,82880
2383,2010,Southwest Oregon,0.1,Equipment Use,JOSEPHINE,82880
2384,2010,Southwest Oregon,0.5,Debris Burning,JOSEPHINE,82880
2385,2010,Southwest Oregon,0.01,Recreation,JOSEPHINE,82880
2386,2010,Southwest Oregon,0.01,Smoking,JOSEPHINE,82880
2387,2010,Southwest Oregon,0.1,Equipment Use,JOSEPHINE,82880
2388,2010,Southwest Oregon,0.25,Lightning,JOSEPHINE,82880
2389,2010,Southwest Oregon,0.01,Equipment Use,JOSEPHINE,82880
2390,2010,Southwest Oregon,0.25,Recreation,JOSEPHINE,82880
2391,2010,Southwest Oregon,0.25,Debris Burning,JOSEPHINE,82880
2392,2010,Southwest Oregon,0.01,Debris Burning,JOSEPHINE,82880
2393,2010,Southwest Oregon,0.25,Miscellaneous,JOSEPHINE,82880
2394,2010,Southwest Oregon,0.01,Miscellaneous,JOSEPHINE,82880
2395,2010,Southwest Oregon,0.01,Equipment Use,JOSEPHINE,82880
2396,2010,Southwest Oregon,0.01,Debris Burning,JOSEPHINE,82880
2397,2010,Southwest Oregon,0.01,Equipment Use,JOSEPHINE,82880
2398,2010,Southwest Oregon,0.01,Miscellaneous,JOSEPHINE,82880
2399,2010,Southwest Oregon,0.1,Smoking,JOSEPHINE,82880
2400,2010,Southwest Oregon,2.0,Equipment Use,JOSEPHINE,82880
2401,2010,Southwest Oregon,0.01,Smoking,JOSEPHINE,82880
2402,2010,Southwest Oregon,0.01,Debris Burning,JOSEPHINE,82880
2403,2010,Southwest Oregon,3.0,Equipment Use,JOSEPHINE,82880
2404,2010,Southwest Oregon,0.01,Equipment Use,JOSEPHINE,82880
2405,2010,Southwest Oregon,0.1,Equipment Use,JOSEPHINE,82880
2406,2010,Southwest Oregon,1.0,Miscellaneous,JOSEPHINE,82880
2407,2010,Southwest Oregon,0.01,Equipment Use,JOSEPHINE,82880
2408,2010,Coos - CFPA,0.01,Recreation,COOS,63010
2409,2010,Coos - CFPA,0.02,Equipment Use,COOS,63010
2410,2010,Coos - CFPA,0.01,Recreation,COOS,63010
2411,2010,Coos - CFPA,0.25,Debris Burning,COOS,63010
2412,2010,Coos - CFPA,0.01,Debris Burning,COOS,63010
2413,2010,Coos - CFPA,2.1,Recreation,COOS,63010
2414,2010,Coos - CFPA,0.01,Miscellaneous,COOS,63010
2415,2010,Coos - CFPA,0.01,Miscellaneous,COOS,63010
2416,2010,Coos - CFPA,0.02,Recreation,COOS,63010
2417,2010,Coos - CFPA,0.2,Equipment Use,COOS,63010
2418,2010,Coos - CFPA,0.8,Recreation,COOS,63010
2419,2010,Coos - CFPA,0.1,Equipment Use,COOS,63010
2420,2010,Coos - CFPA,31.03,Recreation,COOS,63010
2421,2010,Coos - CFPA,0.09,Equipment Use,COOS,63010
2422,2010,Coos - CFPA,0.01,Equipment Use,COOS,63010
2423,2010,Coos - CFPA,0.01,Recreation,COOS,63010
2424,2010,Coos - CFPA,0.1,Miscellaneous,COOS,63010
2425,2010,Coos - CFPA,0.02,Debris Burning,COOS,63010
2426,2010,Coos - CFPA,0.01,Equipment Use,COOS,63010
2427,2010,Coos - CFPA,0.1,Equipment Use,COOS,63010
2428,2010,Coos - CFPA,0.1,Equipment Use,COOS,63010
2429,2010,Coos - CFPA,0.02,Debris Burning,COOS,63010
2430,2010,Coos - CFPA,0.0,Equipment Use,COOS,63010
2431,2010,Coos - CFPA,0.01,Smoking,COOS,63010
2432,2010,Coos - CFPA,0.01,Lightning,COOS,63010
2433,2010,Coos - CFPA,0.9,Smoking,COOS,63010
2434,2010,South Cascade,0.01,Equipment Use,LANE,351948
2435,2010,South Cascade,0.02,Equipment Use,LANE,351948
2436,2010,South Cascade,0.1,Miscellaneous,LANE,351948
2437,2010,South Cascade,0.3,Recreation,LANE,351948
2438,2010,South Cascade,0.1,Miscellaneous,LANE,351948
2439,2010,South Cascade,0.01,Equipment Use,LANE,351948
2440,2010,South Cascade,0.01,Recreation,LANE,351948
2441,2010,South Cascade,0.01,Lightning,LANE,351948
2442,2010,South Cascade,0.25,Equipment Use,LANE,351948
2443,2010,South Cascade,0.25,Lightning,LANE,351948
2444,2010,South Cascade,0.01,Debris Burning,LANE,351948
2445,2010,South Cascade,0.1,Lightning,LANE,351948
2446,2010,South Cascade,0.15,Equipment Use,LANE,351948
2447,2010,South Cascade,0.05,Equipment Use,LANE,351948
2448,2010,South Cascade,0.01,Equipment Use,LANE,351948
2449,2010,South Cascade,0.43,Equipment Use,LANE,351948
2450,2010,South Cascade,0.01,Smoking,LANE,351948
2451,2010,South Cascade,1.5,Recreation,LANE,351948
2452,2010,South Cascade,0.25,Lightning,LANE,351948
2453,2010,South Cascade,0.2,Equipment Use,LANE,351948
2454,2010,South Cascade,0.19,Juveniles,LANE,351948
2455,2010,South Cascade,0.1,Equipment Use,LANE,351948
2456,2010,South Cascade,0.5,Equipment Use,LANE,351948
2457,2010,South Cascade,0.01,Recreation,LANE,351948
2458,2010,South Cascade,0.1,Equipment Use,LANE,351948
2459,2010,South Cascade,0.1,Lightning,LANE,351948
2460,2010,South Cascade,0.01,Recreation,LANE,351948
2461,2010,South Cascade,0.01,Debris Burning,LANE,351948
2462,2010,South Cascade,0.01,Debris Burning,LANE,351948
2463,2010,Western Lane,0.02,Equipment Use,LANE,351948
2464,2010,Western Lane,15.0,Arson,LANE,351948
2465,2010,Western Lane,0.01,Recreation,LANE,351948
2466,2010,Western Lane,0.01,Equipment Use,LANE,351948
2467,2010,South Cascade,0.01,Juveniles,LANE,351948
2468,2010,South Cascade,0.0,Equipment Use,LANE,351948
2469,2010,Western Lane,0.01,Recreation,LANE,351948
2470,2010,Western Lane,0.5,Recreation,LANE,351948
2471,2010,South Cascade,0.01,Miscellaneous,LANE,351948
2472,2010,South Cascade,0.25,Debris Burning,LANE,351948
2473,2010,Western Lane,0.25,Recreation,LANE,351948
2474,2010,South Cascade,0.69,Debris Burning,LANE,351948
2475,2010,Western Lane,0.01,Arson,LANE,351948
2476,2010,Western Lane,0.75,Equipment Use,LANE,351948
2477,2010,Western Lane,0.1,Debris Burning,LANE,351948
2478,2010,Western Lane,0.25,Smoking,LANE,351948
2479,2010,South Cascade,0.1,Debris Burning,LANE,351948
2480,2010,South Cascade,0.01,Equipment Use,LANE,351948
2481,2010,Western Lane,0.01,Recreation,LANE,351948
2482,2010,South Cascade,0.2,Recreation,LANE,351948
2483,2010,Western Lane,0.01,Recreation,LANE,351948
2484,2010,Western Lane,0.01,Debris Burning,LANE,351948
2485,2010,South Cascade,0.25,Debris Burning,LANE,351948
2486,2010,Western Lane,0.01,Recreation,LANE,351948
2487,2010,Western Lane,0.01,Recreation,LANE,351948
2488,2010,South Cascade,0.01,Equipment Use,LANE,351948
2489,2010,Western Lane,0.01,Recreation,LANE,351948
2490,2010,Western Lane,0.01,Smoking,LANE,351948
2491,2010,South Cascade,0.0,Equipment Use,LANE,351948
2492,2010,Astoria,0.02,Miscellaneous,CLATSOP,37097
2493,2010,Astoria,0.05,Recreation,CLATSOP,37097
2494,2010,Astoria,1.5,Miscellaneous,CLATSOP,37097
2495,2010,Astoria,0.01,Debris Burning,CLATSOP,37097
2496,2010,Astoria,0.01,Debris Burning,CLATSOP,37097
2497,2010,Astoria,0.01,Recreation,CLATSOP,37097
2498,2010,Astoria,0.25,Recreation,CLATSOP,37097
2499,2010,Astoria,0.01,Debris Burning,CLATSOP,37097
2500,2010,Astoria,0.01,Lightning,CLATSOP,37097
2501,2010,Astoria,0.02,Miscellaneous,CLATSOP,37097
2502,2010,Astoria,0.01,Recreation,CLATSOP,37097
2503,2010,Astoria,0.01,Debris Burning,CLATSOP,37097
2504,2010,Astoria,0.01,Recreation,CLATSOP,37097
2505,2010,Forest Grove,0.01,Miscellaneous,YAMHILL,99298
2506,2010,Forest Grove,0.01,Miscellaneous,YAMHILL,99298
2507,2010,West Oregon,0.5,Debris Burning,YAMHILL,99298
2508,2010,Forest Grove,0.08,Debris Burning,YAMHILL,99298
2509,2010,Forest Grove,0.18,Equipment Use,YAMHILL,99298
2510,2010,West Oregon,0.01,Equipment Use,YAMHILL,99298
2511,2010,Forest Grove,0.03,Recreation,YAMHILL,99298
2512,2010,Forest Grove,3.12,Recreation,YAMHILL,99298
2513,2010,West Oregon,0.5,Equipment Use,YAMHILL,99298
2514,2010,West Oregon,0.0,Equipment Use,YAMHILL,99298
2515,2010,Forest Grove,0.1,Equipment Use,YAMHILL,99298
2516,2010,Forest Grove,0.01,Equipment Use,YAMHILL,99298
2517,2010,Forest Grove,0.25,Equipment Use,YAMHILL,99298
2518,2010,West Oregon,5.4,Debris Burning,YAMHILL,99298
2519,2010,Coos - CFPA,0.01,Recreation,CURRY,22378
2520,2010,Coos - CFPA,0.1,Miscellaneous,CURRY,22378
2521,2010,Coos - CFPA,0.01,Recreation,CURRY,22378
2522,2010,Coos - CFPA,148.0,Equipment Use,CURRY,22378
2523,2010,Coos - CFPA,0.01,Equipment Use,CURRY,22378
2524,2010,Coos - CFPA,0.01,Miscellaneous,CURRY,22378
2525,2010,North Cascade,0.01,Debris Burning,CLACKAMAS,376799
2526,2010,North Cascade,0.01,Debris Burning,CLACKAMAS,376799
2527,2010,North Cascade,0.25,Debris Burning,CLACKAMAS,376799
2528,2010,North Cascade,0.25,Equipment Use,CLACKAMAS,376799
2529,2010,North Cascade,0.5,Debris Burning,CLACKAMAS,376799
2530,2010,North Cascade,0.01,Miscellaneous,CLACKAMAS,376799
2531,2010,North Cascade,0.01,Arson,CLACKAMAS,376799
2532,2010,North Cascade,0.01,Recreation,CLACKAMAS,376799
2533,2010,North Cascade,0.01,Equipment Use,CLACKAMAS,376799
2534,2010,North Cascade,0.5,Debris Burning,CLACKAMAS,376799
2535,2010,North Cascade,0.5,Debris Burning,CLACKAMAS,376799
2536,2010,North Cascade,0.25,Debris Burning,CLACKAMAS,376799
2537,2010,North Cascade,0.25,Equipment Use,CLACKAMAS,376799
2538,2010,North Cascade,0.5,Equipment Use,CLACKAMAS,376799
2539,2010,North Cascade,0.02,Arson,CLACKAMAS,376799
2540,2010,North Cascade,0.02,Debris Burning,CLACKAMAS,376799
2541,2010,North Cascade,0.01,Smoking,CLACKAMAS,376799
2542,2010,North Cascade,0.05,Debris Burning,CLACKAMAS,376799
2543,2010,North Cascade,0.25,Debris Burning,CLACKAMAS,376799
2544,2010,North Cascade,0.01,Equipment Use,CLACKAMAS,376799
2545,2010,North Cascade,0.01,Debris Burning,CLACKAMAS,376799
2546,2010,North Cascade,0.1,Equipment Use,CLACKAMAS,376799
2547,2010,North Cascade,0.01,Arson,CLACKAMAS,376799
