,Year,DistrictName,EstTotalAcres,GeneralCause,County,Population_Estimate
1762,2018,Southwest Oregon,0.5,Equipment Use,JACKSON,219616
1763,2018,Southwest Oregon,0.25,Equipment Use,JACKSON,219616
1764,2018,Southwest Oregon,0.25,Equipment Use,JACKSON,219616
1765,2018,Southwest Oregon,2.0,Equipment Use,JACKSON,219616
1766,2018,Southwest Oregon,0.01,Equipment Use,JACKSON,219616
1767,2018,Southwest Oregon,825.0,Lightning,JACKSON,219616
1768,2018,Southwest Oregon,0.01,Lightning,JACKSON,219616
1769,2018,Southwest Oregon,0.01,Lightning,JACKSON,219616
1770,2018,Southwest Oregon,0.01,Miscellaneous,JACKSON,219616
1771,2018,Southwest Oregon,0.1,Recreation,JACKSON,219616
1772,2018,Southwest Oregon,1.0,Lightning,JACKSON,219616
1773,2018,Southwest Oregon,0.18,Equipment Use,JACKSON,219616
1774,2018,Southwest Oregon,6.0,Lightning,JACKSON,219616
1775,2018,Southwest Oregon,0.4,Lightning,JACKSON,219616
1776,2018,Southwest Oregon,2.0,Lightning,JACKSON,219616
1777,2018,Southwest Oregon,0.5,Debris Burning,JACKSON,219616
1778,2018,Southwest Oregon,0.01,Lightning,JACKSON,219616
1779,2018,Southwest Oregon,0.75,Lightning,JACKSON,219616
1780,2018,Southwest Oregon,0.1,Equipment Use,JACKSON,219616
1781,2018,Southwest Oregon,7.9,Equipment Use,JACKSON,219616
1782,2018,Southwest Oregon,0.01,Lightning,JACKSON,219616
1783,2018,Southwest Oregon,0.25,Equipment Use,JACKSON,219616
1784,2018,Southwest Oregon,0.01,Equipment Use,JACKSON,219616
1785,2018,Southwest Oregon,0.25,Smoking,JACKSON,219616
1786,2018,Southwest Oregon,0.1,Equipment Use,JACKSON,219616
1787,2018,Southwest Oregon,0.5,Lightning,JACKSON,219616
1788,2018,Central Oregon,,Miscellaneous,DESCHUTES,191770
1789,2018,Central Oregon,0.01,Debris Burning,DESCHUTES,191770
1790,2018,Central Oregon,1.0,Miscellaneous,DESCHUTES,191770
1791,2018,Central Oregon,0.1,Debris Burning,DESCHUTES,191770
1792,2018,Central Oregon,0.1,Debris Burning,DESCHUTES,191770
1793,2018,Central Oregon,0.2,Recreation,DESCHUTES,191770
1794,2018,Central Oregon,0.25,Miscellaneous,DESCHUTES,191770
1795,2018,Central Oregon,,Debris Burning,DESCHUTES,191770
1796,2018,Central Oregon,0.25,Debris Burning,DESCHUTES,191770
1797,2018,Central Oregon,2.88,Miscellaneous,DESCHUTES,191770
1798,2018,Central Oregon,0.01,Lightning,DESCHUTES,191770
1799,2018,Central Oregon,0.01,Lightning,DESCHUTES,191770
1800,2018,Central Oregon,0.02,Miscellaneous,DESCHUTES,191770
1801,2018,Central Oregon,0.01,Lightning,DESCHUTES,191770
1802,2018,Central Oregon,0.01,Equipment Use,DESCHUTES,191770
1803,2018,Central Oregon,0.01,Recreation,DESCHUTES,191770
1804,2018,Central Oregon,0.01,Lightning,DESCHUTES,191770
1805,2018,Central Oregon,0.01,Lightning,DESCHUTES,191770
1806,2018,Central Oregon,1.0,Lightning,DESCHUTES,191770
1807,2018,Central Oregon,1.46,Debris Burning,DESCHUTES,191770
1808,2018,Central Oregon,0.2,Equipment Use,DESCHUTES,191770
1809,2018,Central Oregon,0.2,Debris Burning,DESCHUTES,191770
1810,2018,Central Oregon,0.61,Miscellaneous,DESCHUTES,191770
1811,2018,Central Oregon,10.0,Recreation,DESCHUTES,191770
1812,2018,Central Oregon,0.01,Debris Burning,DESCHUTES,191770
1813,2018,Central Oregon,0.1,Lightning,DESCHUTES,191770
1814,2018,Central Oregon,0.01,Debris Burning,DESCHUTES,191770
1815,2018,Central Oregon,0.01,Miscellaneous,DESCHUTES,191770
1816,2018,Central Oregon,0.5,Juveniles,DESCHUTES,191770
1817,2018,Central Oregon,0.01,Equipment Use,DESCHUTES,191770
1818,2018,Central Oregon,0.01,Equipment Use,DESCHUTES,191770
1819,2018,Central Oregon,1.6,Miscellaneous,DESCHUTES,191770
1820,2018,Central Oregon,0.01,Miscellaneous,DESCHUTES,191770
1821,2018,Central Oregon,0.1,Recreation,DESCHUTES,191770
1822,2018,Central Oregon,0.1,Miscellaneous,DESCHUTES,191770
1823,2018,Central Oregon,0.01,Debris Burning,DESCHUTES,191770
1824,2018,Central Oregon,0.2,Debris Burning,DESCHUTES,191770
1825,2018,Northeast Oregon,0.1,Lightning,WALLOWA,7043
1826,2018,Northeast Oregon,0.1,Lightning,WALLOWA,7043
1827,2018,Northeast Oregon,0.25,Lightning,WALLOWA,7043
1828,2018,Northeast Oregon,1.5,Equipment Use,WALLOWA,7043
1829,2018,Northeast Oregon,0.1,Recreation,WALLOWA,7043
1830,2018,Northeast Oregon,0.5,Recreation,WALLOWA,7043
1831,2018,Northeast Oregon,0.75,Lightning,WALLOWA,7043
1832,2018,Northeast Oregon,0.1,Lightning,WALLOWA,7043
1833,2018,Northeast Oregon,15.0,Debris Burning,WALLOWA,7043
1834,2018,Northeast Oregon,0.1,Lightning,WALLOWA,7043
1835,2018,Northeast Oregon,0.1,Recreation,WALLOWA,7043
1836,2018,Northeast Oregon,0.1,Under Invest,WALLOWA,7043
1837,2018,Northeast Oregon,26.5,Debris Burning,WALLOWA,7043
1838,2018,Northeast Oregon,0.1,Lightning,WALLOWA,7043
1839,2018,Northeast Oregon,0.25,Lightning,WALLOWA,7043
1840,2018,Northeast Oregon,0.1,Equipment Use,WALLOWA,7043
1841,2018,Northeast Oregon,7.5,Debris Burning,WALLOWA,7043
1842,2018,Northeast Oregon,0.1,Lightning,WALLOWA,7043
1843,2018,Northeast Oregon,0.25,Debris Burning,WALLOWA,7043
1844,2018,Northeast Oregon,0.1,Miscellaneous,WALLOWA,7043
1845,2018,Northeast Oregon,0.1,Lightning,WALLOWA,7043
1846,2018,Northeast Oregon,0.1,Recreation,WALLOWA,7043
1847,2018,Northeast Oregon,0.1,Recreation,WALLOWA,7043
1848,2018,Northeast Oregon,0.1,Lightning,WALLOWA,7043
1849,2018,Northeast Oregon,0.9,Debris Burning,WALLOWA,7043
1850,2018,Northeast Oregon,29.6,Lightning,WALLOWA,7043
1851,2018,Northeast Oregon,0.1,Lightning,WALLOWA,7043
1852,2018,Northeast Oregon,6.58,Lightning,WALLOWA,7043
1853,2018,Northeast Oregon,2.5,Lightning,WALLOWA,7043
1854,2018,Northeast Oregon,0.25,Lightning,WALLOWA,7043
1855,2018,Northeast Oregon,0.25,Lightning,WALLOWA,7043
1856,2018,Northeast Oregon,0.01,Equipment Use,WALLOWA,7043
1857,2018,Northeast Oregon,0.1,Lightning,WALLOWA,7043
1858,2018,Northeast Oregon,5.0,Debris Burning,WALLOWA,7043
1859,2019,Southwest Oregon,0.13,Arson,JOSEPHINE,87679
1860,2019,Southwest Oregon,0.01,Recreation,JOSEPHINE,87679
1861,2019,Southwest Oregon,0.1,Debris Burning,JOSEPHINE,87679
1862,2019,Southwest Oregon,0.01,Recreation,JOSEPHINE,87679
1863,2019,Southwest Oregon,0.01,Debris Burning,JOSEPHINE,87679
1864,2019,Southwest Oregon,0.1,Debris Burning,JOSEPHINE,87679
1865,2019,Southwest Oregon,0.01,Debris Burning,JOSEPHINE,87679
1866,2019,Southwest Oregon,1.5,Arson,JOSEPHINE,87679
1867,2019,Southwest Oregon,0.01,Lightning,JOSEPHINE,87679
1868,2019,Southwest Oregon,0.01,Lightning,JOSEPHINE,87679
1869,2019,Southwest Oregon,0.29,Smoking,JOSEPHINE,87679
1870,2019,Southwest Oregon,0.1,Equipment Use,JOSEPHINE,87679
1871,2019,Southwest Oregon,0.08,Lightning,JOSEPHINE,87679
1872,2019,Southwest Oregon,0.1,Equipment Use,JOSEPHINE,87679
1873,2019,Southwest Oregon,0.01,Arson,JOSEPHINE,87679
1874,2019,Southwest Oregon,0.1,Smoking,JOSEPHINE,87679
1875,2019,Southwest Oregon,0.01,Smoking,JOSEPHINE,87679
1876,2019,Southwest Oregon,0.01,Equipment Use,JOSEPHINE,87679
1877,2019,Southwest Oregon,0.01,Equipment Use,JOSEPHINE,87679
1878,2019,Southwest Oregon,0.1,Miscellaneous,JOSEPHINE,87679
1879,2019,Southwest Oregon,0.2,Debris Burning,JOSEPHINE,87679
1880,2019,Southwest Oregon,0.01,Recreation,JOSEPHINE,87679
1881,2019,Southwest Oregon,0.25,Miscellaneous,JOSEPHINE,87679
1882,2019,Southwest Oregon,0.01,Equipment Use,JOSEPHINE,87679
1883,2019,Southwest Oregon,0.01,Miscellaneous,JOSEPHINE,87679
1884,2019,Southwest Oregon,0.01,Smoking,JOSEPHINE,87679
1885,2019,Southwest Oregon,0.01,Miscellaneous,JOSEPHINE,87679
1886,2019,Southwest Oregon,0.1,Equipment Use,JOSEPHINE,87679
1887,2019,Southwest Oregon,6.5,Miscellaneous,JOSEPHINE,87679
1888,2019,Southwest Oregon,0.1,Miscellaneous,JOSEPHINE,87679
1889,2019,Southwest Oregon,0.1,Equipment Use,JOSEPHINE,87679
1890,2019,Southwest Oregon,0.01,Equipment Use,JOSEPHINE,87679
1891,2019,Southwest Oregon,0.25,Debris Burning,JOSEPHINE,87679
1892,2019,Southwest Oregon,0.1,Smoking,JOSEPHINE,87679
1893,2019,Southwest Oregon,0.1,Equipment Use,JOSEPHINE,87679
1894,2019,Southwest Oregon,0.1,Miscellaneous,JOSEPHINE,87679
1895,2019,Southwest Oregon,0.0,Miscellaneous,JOSEPHINE,87679
1896,2019,Southwest Oregon,0.01,Equipment Use,JOSEPHINE,87679
1897,2019,Southwest Oregon,0.01,Debris Burning,JOSEPHINE,87679
1898,2019,Southwest Oregon,0.01,Lightning,JOSEPHINE,87679
1899,2019,Southwest Oregon,0.01,Lightning,JOSEPHINE,87679
1900,2019,Southwest Oregon,0.1,Miscellaneous,JOSEPHINE,87679
1901,2019,Southwest Oregon,10.0,Recreation,JOSEPHINE,87679
1902,2019,Southwest Oregon,0.01,Arson,JOSEPHINE,87679
1903,2019,Southwest Oregon,0.01,Smoking,JOSEPHINE,87679
1904,2019,Southwest Oregon,0.1,Debris Burning,JOSEPHINE,87679
1905,2019,Southwest Oregon,0.01,Miscellaneous,JOSEPHINE,87679
1906,2019,Southwest Oregon,0.1,Miscellaneous,JOSEPHINE,87679
1907,2019,Southwest Oregon,0.1,Equipment Use,JOSEPHINE,87679
1908,2019,Southwest Oregon,0.01,Debris Burning,JOSEPHINE,87679
1909,2019,Southwest Oregon,1.16,Equipment Use,JOSEPHINE,87679
1910,2019,Southwest Oregon,0.1,Recreation,JOSEPHINE,87679
1911,2019,Southwest Oregon,0.1,Miscellaneous,JOSEPHINE,87679
1912,2019,Southwest Oregon,0.14,Miscellaneous,JOSEPHINE,87679
1913,2019,Southwest Oregon,0.5,Debris Burning,JOSEPHINE,87679
1914,2019,Southwest Oregon,0.25,Debris Burning,JOSEPHINE,87679
1915,2019,Southwest Oregon,0.1,Debris Burning,JOSEPHINE,87679
1916,2019,Southwest Oregon,0.3,Lightning,JOSEPHINE,87679
1917,2019,Southwest Oregon,0.01,Miscellaneous,JOSEPHINE,87679
1918,2019,Southwest Oregon,0.16,Arson,JOSEPHINE,87679
1919,2019,Southwest Oregon,0.01,Lightning,JOSEPHINE,87679
1920,2019,Southwest Oregon,0.01,Smoking,JOSEPHINE,87679
1921,2019,Southwest Oregon,0.01,Smoking,JOSEPHINE,87679
1922,2019,Southwest Oregon,0.01,Smoking,JOSEPHINE,87679
1923,2019,Southwest Oregon,0.1,Miscellaneous,JOSEPHINE,87679
1924,2019,Southwest Oregon,0.01,Equipment Use,JOSEPHINE,87679
1925,2019,Southwest Oregon,0.33,Lightning,JOSEPHINE,87679
1926,2019,Southwest Oregon,0.01,Lightning,JOSEPHINE,87679
1927,2019,Southwest Oregon,0.01,Arson,JOSEPHINE,87679
1928,2019,Southwest Oregon,0.01,Miscellaneous,JOSEPHINE,87679
1929,2019,Southwest Oregon,0.01,Lightning,JOSEPHINE,87679
1930,2019,Southwest Oregon,0.04,Lightning,JOSEPHINE,87679
1931,2019,Southwest Oregon,0.01,Miscellaneous,JOSEPHINE,87679
1932,2019,Southwest Oregon,0.25,Debris Burning,JOSEPHINE,87679
1933,2019,Southwest Oregon,0.25,Debris Burning,JOSEPHINE,87679
1934,2019,Southwest Oregon,0.01,Lightning,JOSEPHINE,87679
1935,2019,Southwest Oregon,0.01,Equipment Use,JOSEPHINE,87679
1936,2019,Southwest Oregon,0.01,Equipment Use,JOSEPHINE,87679
1937,2019,Southwest Oregon,0.2,Arson,JOSEPHINE,87679
1938,2019,Southwest Oregon,0.01,Miscellaneous,JOSEPHINE,87679
1939,2019,Southwest Oregon,0.01,Miscellaneous,JOSEPHINE,87679
1940,2019,Southwest Oregon,0.01,Miscellaneous,JOSEPHINE,87679
1941,2019,Southwest Oregon,3.5,Equipment Use,JOSEPHINE,87679
1942,2019,Southwest Oregon,0.1,Equipment Use,JOSEPHINE,87679
1943,2019,Southwest Oregon,0.25,Miscellaneous,JOSEPHINE,87679
1944,2019,Southwest Oregon,1.85,Arson,JOSEPHINE,87679
1945,2019,Southwest Oregon,0.11,Smoking,JOSEPHINE,87679
1946,2019,Southwest Oregon,0.1,Recreation,JOSEPHINE,87679
1947,2019,Southwest Oregon,0.01,Arson,JOSEPHINE,87679
1948,2019,Southwest Oregon,0.01,Lightning,JOSEPHINE,87679
1949,2019,Southwest Oregon,0.25,Lightning,JOSEPHINE,87679
1950,2019,Southwest Oregon,2.17,Debris Burning,JOSEPHINE,87679
1951,2019,Southwest Oregon,0.01,Recreation,JOSEPHINE,87679
1952,2019,Southwest Oregon,0.01,Equipment Use,JOSEPHINE,87679
1953,2019,Southwest Oregon,0.01,Equipment Use,JOSEPHINE,87679
1954,2019,Southwest Oregon,0.01,Equipment Use,JOSEPHINE,87679
1955,2019,Southwest Oregon,0.01,Debris Burning,JOSEPHINE,87679
1956,2019,Southwest Oregon,0.01,Arson,JOSEPHINE,87679
1957,2019,Southwest Oregon,0.01,Equipment Use,JOSEPHINE,87679
1958,2019,Southwest Oregon,9.0,Lightning,JOSEPHINE,87679
1959,2019,Southwest Oregon,0.01,Arson,JOSEPHINE,87679
1960,2019,Southwest Oregon,0.33,Miscellaneous,JOSEPHINE,87679
1961,2019,Southwest Oregon,0.75,Lightning,JOSEPHINE,87679
1962,2019,Southwest Oregon,2.0,Recreation,JOSEPHINE,87679
1963,2019,Southwest Oregon,0.01,Recreation,JOSEPHINE,87679
1964,2019,Southwest Oregon,0.01,Arson,JOSEPHINE,87679
1965,2019,Southwest Oregon,0.01,Debris Burning,JOSEPHINE,87679
1966,2019,Southwest Oregon,0.01,Miscellaneous,JOSEPHINE,87679
1967,2019,Southwest Oregon,0.2,Equipment Use,JOSEPHINE,87679
1968,2019,Southwest Oregon,0.1,Equipment Use,JOSEPHINE,87679
1969,2019,Southwest Oregon,0.1,Recreation,JOSEPHINE,87679
1970,2019,Southwest Oregon,0.25,Equipment Use,JOSEPHINE,87679
1971,2019,Southwest Oregon,0.01,Arson,JOSEPHINE,87679
1972,2019,Southwest Oregon,0.1,Lightning,JOSEPHINE,87679
1973,2019,Southwest Oregon,0.01,Lightning,JOSEPHINE,87679
1974,2019,Southwest Oregon,0.01,Equipment Use,JOSEPHINE,87679
1975,2019,Southwest Oregon,0.05,Arson,JOSEPHINE,87679
1976,2019,Southwest Oregon,0.01,Equipment Use,JOSEPHINE,87679
1977,2019,Southwest Oregon,0.1,Smoking,JOSEPHINE,87679
1978,2019,Southwest Oregon,0.01,Smoking,JOSEPHINE,87679
1979,2019,Southwest Oregon,0.01,Miscellaneous,JOSEPHINE,87679
1980,2019,Southwest Oregon,0.1,Miscellaneous,JOSEPHINE,87679
1981,2019,Southwest Oregon,0.01,Equipment Use,JOSEPHINE,87679
1982,2019,Southwest Oregon,0.01,Smoking,JOSEPHINE,87679
1983,2019,Southwest Oregon,0.1,Miscellaneous,JOSEPHINE,87679
1984,2019,Southwest Oregon,0.1,Miscellaneous,JOSEPHINE,87679
1985,2019,Southwest Oregon,1.4,Arson,JOSEPHINE,87679
1986,2019,Southwest Oregon,0.01,Miscellaneous,JOSEPHINE,87679
1987,2019,Southwest Oregon,0.01,Miscellaneous,JOSEPHINE,87679
1988,2019,Southwest Oregon,0.01,Debris Burning,JOSEPHINE,87679
1989,2019,Southwest Oregon,12.0,Miscellaneous,JOSEPHINE,87679
1990,2019,Southwest Oregon,0.01,Arson,JOSEPHINE,87679
1991,2019,Southwest Oregon,0.01,Smoking,JOSEPHINE,87679
1992,2019,Southwest Oregon,0.01,Miscellaneous,JOSEPHINE,87679
1993,2019,Southwest Oregon,0.5,Recreation,JOSEPHINE,87679
1994,2019,Southwest Oregon,1.5,Debris Burning,JOSEPHINE,87679
1995,2019,Southwest Oregon,0.01,Arson,JOSEPHINE,87679
1996,2019,Southwest Oregon,0.01,Equipment Use,JOSEPHINE,87679
1997,2019,Southwest Oregon,0.25,Debris Burning,JOSEPHINE,87679
1998,2019,Southwest Oregon,0.75,Lightning,JOSEPHINE,87679
1999,2019,Southwest Oregon,0.69,Lightning,JOSEPHINE,87679
2000,2019,Southwest Oregon,0.01,Lightning,JOSEPHINE,87679
2001,2019,Southwest Oregon,0.01,Arson,JOSEPHINE,87679
2002,2019,Southwest Oregon,0.01,Arson,JOSEPHINE,87679
2003,2019,Southwest Oregon,0.01,Equipment Use,JOSEPHINE,87679
2004,2019,Southwest Oregon,0.01,Miscellaneous,JOSEPHINE,87679
2005,2019,Southwest Oregon,59.0,Smoking,JOSEPHINE,87679
2006,2019,Southwest Oregon,0.1,Equipment Use,JOSEPHINE,87679
2007,2019,South Cascade,0.02,Miscellaneous,LANE,382064
2008,2019,South Cascade,0.01,Lightning,LANE,382064
2009,2019,Western Lane,1.01,Equipment Use,LANE,382064
2010,2019,Western Lane,0.01,Debris Burning,LANE,382064
2011,2019,South Cascade,0.01,Equipment Use,LANE,382064
2012,2019,South Cascade,5.9,Debris Burning,LANE,382064
2013,2019,South Cascade,0.01,Debris Burning,LANE,382064
2014,2019,Western Lane,0.01,Lightning,LANE,382064
2015,2019,South Cascade,0.1,Lightning,LANE,382064
2016,2019,Western Lane,0.03,Debris Burning,LANE,382064
2017,2019,Western Lane,0.01,Equipment Use,LANE,382064
2018,2019,Western Lane,0.01,Equipment Use,LANE,382064
2019,2019,South Cascade,1.0,Debris Burning,LANE,382064
2020,2019,Western Lane,0.0,Equipment Use,LANE,382064
2021,2019,South Cascade,0.01,Miscellaneous,LANE,382064
2022,2019,South Cascade,0.01,Debris Burning,LANE,382064
2023,2019,South Cascade,0.01,Equipment Use,LANE,382064
2024,2019,South Cascade,51.5,Equipment Use,LANE,382064
2025,2019,South Cascade,0.0,Debris Burning,LANE,382064
2026,2019,Western Lane,2.7,Debris Burning,LANE,382064
2027,2019,Western Lane,0.01,Recreation,LANE,382064
2028,2019,South Cascade,0.01,Equipment Use,LANE,382064
2029,2019,Western Lane,0.01,Lightning,LANE,382064
2030,2019,South Cascade,0.01,Equipment Use,LANE,382064
2031,2019,South Cascade,0.01,Lightning,LANE,382064
2032,2019,South Cascade,0.02,Debris Burning,LANE,382064
2033,2019,Western Lane,0.01,Recreation,LANE,382064
2034,2019,South Cascade,0.01,Miscellaneous,LANE,382064
2035,2019,South Cascade,0.1,Debris Burning,LANE,382064
2036,2019,Western Lane,0.42,Recreation,LANE,382064
2037,2019,Western Lane,0.01,Recreation,LANE,382064
2038,2019,South Cascade,0.01,Debris Burning,LANE,382064
2039,2019,South Cascade,0.3,Debris Burning,LANE,382064
2040,2019,South Cascade,0.01,Lightning,LANE,382064
2041,2019,Western Lane,0.25,Recreation,LANE,382064
2042,2019,South Cascade,0.0,Equipment Use,LANE,382064
2043,2019,Western Lane,0.01,Debris Burning,LANE,382064
2044,2019,South Cascade,0.01,Equipment Use,LANE,382064
2045,2019,South Cascade,0.1,Lightning,LANE,382064
2046,2019,Western Lane,0.1,Debris Burning,LANE,382064
2047,2019,Western Lane,0.01,Recreation,LANE,382064
2048,2019,South Cascade,2.0,Smoking,LANE,382064
2049,2019,Western Lane,0.03,Debris Burning,LANE,382064
2050,2019,South Cascade,0.01,Lightning,LANE,382064
2051,2019,Western Lane,0.01,Lightning,LANE,382064
2052,2019,South Cascade,13.1,Equipment Use,LANE,382064
2053,2019,Western Lane,0.79,Equipment Use,LANE,382064
2054,2019,South Cascade,2.5,Debris Burning,LANE,382064
2055,2019,South Cascade,0.01,Equipment Use,LANE,382064
2056,2019,Western Lane,0.02,Debris Burning,LANE,382064
2057,2019,South Cascade,0.01,Miscellaneous,LANE,382064
2058,2019,Western Lane,0.01,Equipment Use,LANE,382064
2059,2019,South Cascade,0.01,Lightning,LANE,382064
2060,2019,South Cascade,0.01,Debris Burning,LANE,382064
2061,2019,Western Lane,0.01,Equipment Use,LANE,382064
2062,2019,South Cascade,0.1,Lightning,LANE,382064
2063,2019,Western Lane,0.1,Equipment Use,LANE,382064
2064,2019,South Cascade,0.2,Equipment Use,LANE,382064
2065,2019,South Cascade,0.1,Miscellaneous,LANE,382064
2066,2019,South Cascade,0.17,Debris Burning,LANE,382064
2067,2019,Western Lane,0.01,Debris Burning,LANE,382064
2068,2019,South Cascade,0.4,Lightning,LANE,382064
2069,2019,Western Lane,0.67,Equipment Use,LANE,382064
2070,2019,South Cascade,0.1,Lightning,LANE,382064
2071,2019,South Cascade,0.01,Equipment Use,LANE,382064
2072,2019,Western Lane,0.01,Equipment Use,LANE,382064
2073,2019,South Cascade,0.4,Equipment Use,LANE,382064
2074,2019,South Cascade,75.6,Equipment Use,LANE,382064
2075,2019,Western Lane,0.1,Debris Burning,LANE,382064
2076,2019,South Cascade,0.01,Debris Burning,LANE,382064
2077,2019,Western Lane,0.01,Equipment Use,LANE,382064
2078,2019,South Cascade,4.2,Debris Burning,LANE,382064
2079,2019,South Cascade,0.01,Debris Burning,LANE,382064
2080,2019,Western Lane,0.01,Lightning,LANE,382064
2081,2019,South Cascade,0.2,Debris Burning,LANE,382064
2082,2019,Western Lane,0.01,Debris Burning,LANE,382064
2083,2019,South Cascade,0.01,Miscellaneous,LANE,382064
2084,2019,Western Lane,0.25,Debris Burning,LANE,382064
2085,2019,Western Lane,0.1,Debris Burning,LANE,382064
2086,2019,Western Lane,0.14,Lightning,LANE,382064
2087,2019,South Cascade,0.01,Lightning,LANE,382064
2088,2019,Western Lane,0.1,Debris Burning,LANE,382064
2089,2019,South Cascade,0.01,Equipment Use,LANE,382064
2090,2019,Western Lane,0.01,Debris Burning,LANE,382064
2091,2019,Western Lane,0.01,Miscellaneous,LANE,382064
2092,2019,Western Lane,0.01,Equipment Use,LANE,382064
2093,2019,Western Lane,0.15,Equipment Use,LANE,382064
2094,2019,Western Lane,0.01,Equipment Use,LANE,382064
2095,2019,South Cascade,0.25,Recreation,LANE,382064
2096,2019,South Cascade,0.1,Debris Burning,LANE,382064
2097,2019,South Cascade,0.35,Debris Burning,LANE,382064
2098,2019,Western Lane,6.94,Debris Burning,LANE,382064
2099,2019,South Cascade,0.01,Equipment Use,LANE,382064
2100,2019,South Cascade,0.01,Equipment Use,LANE,382064
2101,2019,Western Lane,0.11,Lightning,LANE,382064
2102,2019,South Cascade,0.1,Lightning,LANE,382064
2103,2019,South Cascade,0.28,Lightning,LANE,382064
2104,2019,South Cascade,0.55,Equipment Use,LANE,382064
2105,2019,South Cascade,0.01,Miscellaneous,LANE,382064
2106,2019,Western Lane,0.01,Recreation,LANE,382064
2107,2019,South Cascade,0.01,Smoking,LANE,382064
2108,2019,Western Lane,1.79,Lightning,LANE,382064
2109,2019,South Cascade,0.3,Lightning,LANE,382064
2110,2019,South Cascade,0.05,Debris Burning,LANE,382064
2111,2019,Western Lane,0.01,Debris Burning,LANE,382064
2112,2019,South Cascade,0.1,Debris Burning,LANE,382064
2113,2019,South Cascade,0.01,Equipment Use,LANE,382064
2114,2019,Western Lane,0.03,Equipment Use,LANE,382064
2115,2019,Western Lane,3.7,Recreation,LANE,382064
2116,2020,Southwest Oregon,0.01,Debris Burning,JOSEPHINE,88053
2117,2020,Southwest Oregon,2.0,Smoking,JOSEPHINE,88053
2118,2020,Southwest Oregon,0.01,Smoking,JOSEPHINE,88053
2119,2020,Southwest Oregon,0.01,Recreation,JOSEPHINE,88053
2120,2020,Southwest Oregon,0.75,Debris Burning,JOSEPHINE,88053
2121,2020,Southwest Oregon,0.01,Equipment Use,JOSEPHINE,88053
2122,2020,Southwest Oregon,0.01,Miscellaneous,JOSEPHINE,88053
2123,2020,Southwest Oregon,0.01,Smoking,JOSEPHINE,88053
2124,2020,Southwest Oregon,0.1,Miscellaneous,JOSEPHINE,88053
2125,2020,Southwest Oregon,0.01,Recreation,JOSEPHINE,88053
2126,2020,Southwest Oregon,0.01,Debris Burning,JOSEPHINE,88053
2127,2020,Southwest Oregon,0.01,Smoking,JOSEPHINE,88053
2128,2020,Southwest Oregon,0.08,Equipment Use,JOSEPHINE,88053
2129,2020,Southwest Oregon,3.2,Debris Burning,JOSEPHINE,88053
2130,2020,Southwest Oregon,0.17,Equipment Use,JOSEPHINE,88053
2131,2020,Southwest Oregon,0.01,Arson,JOSEPHINE,88053
2132,2020,Southwest Oregon,0.01,Recreation,JOSEPHINE,88053
2133,2020,Southwest Oregon,0.01,Miscellaneous,JOSEPHINE,88053
2134,2020,Southwest Oregon,0.01,Smoking,JOSEPHINE,88053
2135,2020,Southwest Oregon,0.53,Miscellaneous,JOSEPHINE,88053
2136,2020,Southwest Oregon,0.01,Equipment Use,JOSEPHINE,88053
2137,2020,Southwest Oregon,0.01,Equipment Use,JOSEPHINE,88053
2138,2020,Southwest Oregon,0.1,Equipment Use,JOSEPHINE,88053
2139,2020,Southwest Oregon,0.01,Miscellaneous,JOSEPHINE,88053
2140,2020,Southwest Oregon,0.1,Equipment Use,JOSEPHINE,88053
2141,2020,Southwest Oregon,0.01,Equipment Use,JOSEPHINE,88053
2142,2020,Southwest Oregon,0.27,Equipment Use,JOSEPHINE,88053
2143,2020,Southwest Oregon,0.01,Recreation,JOSEPHINE,88053
2144,2020,Southwest Oregon,0.01,Equipment Use,JOSEPHINE,88053
2145,2020,Southwest Oregon,0.01,Recreation,JOSEPHINE,88053
2146,2020,Southwest Oregon,10.78,Debris Burning,JOSEPHINE,88053
2147,2020,Southwest Oregon,0.47,Equipment Use,JOSEPHINE,88053
2148,2020,Southwest Oregon,1.2,Equipment Use,JOSEPHINE,88053
2149,2020,Southwest Oregon,0.01,Equipment Use,JOSEPHINE,88053
2150,2020,Southwest Oregon,0.5,Debris Burning,JOSEPHINE,88053
2151,2020,Southwest Oregon,0.01,Miscellaneous,JOSEPHINE,88053
2152,2020,Southwest Oregon,0.01,Smoking,JOSEPHINE,88053
2153,2020,Southwest Oregon,0.01,Smoking,JOSEPHINE,88053
2154,2020,Southwest Oregon,0.01,Arson,JOSEPHINE,88053
2155,2020,Southwest Oregon,0.01,Debris Burning,JOSEPHINE,88053
2156,2020,Southwest Oregon,0.5,Debris Burning,JOSEPHINE,88053
2157,2020,Southwest Oregon,0.01,Recreation,JOSEPHINE,88053
2158,2020,Southwest Oregon,0.01,Recreation,JOSEPHINE,88053
2159,2020,Southwest Oregon,0.01,Recreation,JOSEPHINE,88053
2160,2020,Southwest Oregon,0.75,Debris Burning,JOSEPHINE,88053
2161,2020,Southwest Oregon,0.01,Equipment Use,JOSEPHINE,88053
2162,2020,Southwest Oregon,0.5,Miscellaneous,JOSEPHINE,88053
2163,2020,Southwest Oregon,0.1,Miscellaneous,JOSEPHINE,88053
2164,2020,Southwest Oregon,0.01,Miscellaneous,JOSEPHINE,88053
2165,2020,Southwest Oregon,0.1,Equipment Use,JOSEPHINE,88053
